nama_skill,kategori,freq_industry,freq_academic,industry_norm,academic_norm,skill_gap_score
cerner millennium profit,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cerner powerchart,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cesare risk,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
triton elics international isis,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
triton elics international seaclass,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trivantis coursemill,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trix tractrix,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trizetto qnxt,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trl software transyt,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trmi airport avi,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tropics claims reserve management,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tripod data systems software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tripos sybyl,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tritech financial systems general insurance management system gims,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cfmc cosi,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cfmc soundsurvent,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cgg hampsonrussell,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cgi insideout,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chalkware education solutions ieppro,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chang bioscience toolkit,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chaos enscape,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
character studio,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
charles river development charles river investment management system,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
charm++,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
centris group rtim direct,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cents,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cerc emit,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
check imaging software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
check point next generation secure web gateway,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
check processing software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
check sorting control software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cheetah international smartcat,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cheetah3d,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chefdesk chef's calculators,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chem2pac,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemical kinetics software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trimble mytopo terrain navigator pro,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trimble total control,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trinity software solutions beacon,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
triple g ultra laboratory information system,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
triple point commodity xl,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tripod data systems cogo,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tripod data systems foresight,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chordwizard software soundtrix gold,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemical management tracking software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemicalogic steamtab,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemicals and irrigation candi,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemistry at harvard molecular mechanics charmm,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chempute software chemdraw,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chempute software engineer's aide sinet,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chempute software estpro,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chempute software hsc chemistry,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chempute software superpro designer,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chempute software visimix,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemstations chemcad,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemsw buffer maker,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemsw calibration pro,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemsw chemical inventory system cis,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chase software solutions court reporting software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trimble aggps multiplane,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trimble cengea,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trimble farm works,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemsw laboratory document control system ldcs,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemsw mass spec tools,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemsw molecular modeling pro,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chemsw uncertainty pro,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chesapeake interlink needles,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cheshire financial planning suite,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
children's depression inventory,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chilled water system analysis tool cwsat,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chinotec technologies paros,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chip design software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chirosoft,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chirotouch ehr,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
choice technologies powerbill +,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chyron camio,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cimatron cimatrone,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cimatron cimatrone master,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cimatron computer-aided design and manufacturing software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
circuit evaluation software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cirrus group daycare works,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cisco anyconnect,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cisco software acs animal control system,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
treeage software treeage pro,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
treeno software treeno content server,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
treeview,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trend micro tippingpoint,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trendtracker compliance solution,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trialworks,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
triangle research collaborative observational coding system ocs tools,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trigon road forte leave management,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trax animal control and dog warden officer software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trc consultants phdwin,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
treatment planning software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cisco systems cisco web cache communication protocol wccp,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cisco systems gateway load balancing protocol glbp,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cisco systems hot standby router protocol hsrp,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cisco systems wan manager,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cisco systems wireless control system wcs,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cision cisionpoint,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
citect iim,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
citectscada reports,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
citi the yield book calculator,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
citilabs tranplan,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chorel technology dance designer,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
choreography software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
chrome river expense,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
claims processing administration and management software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clarified networks clarified analyzer,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
claritas consumerpoint,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
claritas prizm ne,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clarizen,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clark labs cartalinx,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clark labs idrisi,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clark labs idrisi selva,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
classapps selectsurveyasp,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
classification web,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transportation planning software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transtek compass erp,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trapcode particular,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
travelcarma,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
travii reservation system software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
travis software travisflex,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transoft solutions autoturn,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transparent interconnection of lots of links trill,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transpolink bidleads,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clayton wallis compgeo online professional forecast library,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clear books,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clear technology tranzax,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clearedge,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
click musicalkeys,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
click1003 online mortgage application,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
client assessment software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
client billing software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
client information database software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
client information database systems,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
client information databases,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
client profiles case management,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
client records software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clinical information systems cislab cps,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clinical trials database software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clinicient insight,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clinitrend,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clinivate clinitrak,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clipper,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clo virtual fashion marvelous designer,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clockware,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trane system analyzer,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transaction accounting software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transaction processing software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transas group pisces2,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transcend technologies group benefitsconnect,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transcription system software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transient reactor analysis code trac,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
transmission line simulators,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
code libraries,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
code line art files,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cloudworks,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clubsoft food & beverage point of sale,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cluen encore,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cluen executive recruitment software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clustering software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clustermatic,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cma stuffers,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cmake,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cmo compliance regulatory compliance solution,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cms consultants worldlink,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
client system,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clientrak!,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
climatemaster geodesigner,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
clinical data management system cdms,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
traffic control software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
traffic management advisor tma software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
traffic record databases,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
traffic shapers,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trafficware synchrogreen,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
training software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cmt cogocad,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cmt incorporated cogocad,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
coade cadworx p&id,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
coade caesar ii,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
coatssql,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
cobblestone systems contract insight,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
coda engine analysis system,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
code database software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
code generator software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
code hosting software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
code profilers,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
codedcolor,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
codefutures dbshards,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
codejam memoriesontv,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
codon usage database,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
coeus,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
coffeecup the html editor,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
coin educational products climb k-5 online,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
coin educational products coin jr.,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
colasoft capsa enterprise,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
colasoft capsa free,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tradetec computer systems tallyworks logs,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tradetec tallyworks logs,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tradetec tallyworks timetracker,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tradeweb markets tradeweb,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trading blox,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
commercial and industrial development project cost analysis software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
colibripms software colibri,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
collaborative application lifecycle management alm software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
collateral consequences calculator,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
collection data systems collectone-tiger,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
collection point management system cpms,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
college central network career services central,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
collegenet schedule 25,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
collier research hypersizer,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
collision damage estimation software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
collision damage measurement software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
color management software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
colorsoft automatch,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
columbia ultimate archive,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
columbia ultimate remit,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
code munger software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tpnassist,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
traceability software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trackpro services trackpro manager,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tracks software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trackum repair manager,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tracware aerotrac,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trade bindery software bindery estimating system,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
trade bindery software bindery management system,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tradesman&apos;s software master estimator,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
columbia ultimate rpcs,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
combined dna index system codis,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
combined heat and power application tool chp,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
comcon datafriend,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
command alkon commandconcrete,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
command systems comserve,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
commence application suite,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compounder software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
comprehensive affect testing system cats,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
common cause failure assessment software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
common masint exploitation tool comet,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
community climate system model ccsm,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
communityviz,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
commutator profiling software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compaq insight manager,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compass municipal services camalot,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compatibility testing software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compeat restaurant accounting systems,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
complaint management software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tourcms,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tourtech systems tourtools,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tourwriter,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
toxicology databases,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
topproducer,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tops engineering maxload pro,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
torrid retirement planner,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
total officer personnel management information system topmis,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
total turnkey solutions e-vision,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
tote code,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
touchsuite salon,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
complementary-symmetry/metal-oxide semiconductor cmos layout software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
complete clinic,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compliance 360,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compliance testing software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compliance11 supervisory suite,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compliancebridge total compliance,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compliancemax,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
complus data innovations fasttrack,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
component libraries,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compu-cal nutrition assistant,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compulaw vision,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compulink business systems eyecare advantage,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
compulink eyecare advantage,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
computational dynamics star-cd,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
computational modeling software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
computational statistics software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
computer access catalog software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
computer aided design and computer aided manufacturing cad/cam engraving software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
topaz software symplifi (business analysis feature),Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
topaz software symplifi (crm feature),Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
topcaats,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
topdoglegal,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
topline software solutions topline service manager,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
topographic database software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
topographic map software,Hard Skill,0,1,0.0,1.0487347015825407e-05,-1.0487347015825407e-05
